Granja,FechaFin,Gen,Talla,Biomasa,Num
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,4732.015924502554,2996.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,4278.113234818972,2207.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,4738.7284424746895,2946.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,3895.9460784815215,2399.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,4179.385463994064,2937.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,3904.861097271376,2408.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,6153.935607026138,4953.0
SSF_Iberia,2024-09-30,23 3,e.800 - 1000,4787.8184446372525,5016.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,1236.0866621059256,763.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,6566.438963641695,4880.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,5344.72324114931,5074.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,1101.8820691357955,741.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,5599.59242406356,4798.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,1620.6187158515854,1155.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,6626.142118458098,4847.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,1673.422331813528,1257.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,2711.72727594031,2572.0
SSF_Iberia,2024-09-30,23 4,d.600 - 800,2565.3626930945484,3649.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,2921.534011497228,2136.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,1067.5445869908217,732.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,537.7509091888651,490.0
SSF_Iberia,2024-09-30,24 1,d.600 - 800,1836.556043243596,2599.0
SSF_Iberia,2024-09-30,23 3,e.800 - 1000,2278.5676494092145,2556.0
SSF_Iberia,2024-09-30,23 3,e.800 - 1000,371.54984903192405,388.0
SSF_Iberia,2024-09-30,23 3,d.600 - 800,353.0594898037021,488.0
SSF_Iberia,2024-09-30,23 3,d.600 - 800,323.99436430667606,412.0
SSF_Iberia,2024-09-30,23 3,d.600 - 800,2261.5353914191087,3442.0
SSF_Iberia,2024-09-30,23 3,e.800 - 1000,0.8065745650536,1.0
SSF_Iberia,2024-10-31,22 4,j.3000 - 4000,1019.1625554264898,255.0
SSF_Iberia,2024-10-31,22 4,k.4000,7695.231887054903,1805.0
